ID;RegioS;Perioden;Mannen_2;Vrouwen_3;TotaalMetMigratieachtergrond_35;Bevolkingsdichtheid_57;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_121;TypeEenpersoonshuishouden_133;TypeEenoudergezin_134;TypePaarZonderKind_135;TypePaarMetKindEren_136;BronInkomenAlsWerknemer_137;BronInkomenAlsZelfstandige_138;Werkloosheid_155
6659;GM0388;2018JJ00;9290;9186;2934;1457;    60.4;    38.0;     1.6;     7.1;     8.5;    24.7;    24.1;    31.6;    35.2;    30.7;    47.4;320
6660;GM0388;2019JJ00;9285;9222;3057;1459;    60.8;    38.6;     0.7;     7.3;     8.5;    27.0;    25.0;    33.5;    43.8;    31.8;    70.5;270
6686;GM0153;2017JJ00;80488;77652;45217;1122;    47.1;    51.2;     1.7;    82.1;    69.1;    21.5;    20.5;    29.9;    29.1;    28.4;    36.9;2960
6687;GM0153;2018JJ00;80653;77608;46039;1124;    48.5;    50.2;     1.3;    85.3;    69.3;    21.9;    21.0;    29.8;    29.6;    28.5;    38.3;2470
6688;GM0153;2019JJ00;81148;77838;47145;1129;    48.8;    51.1;     0.2;    85.1;    69.7;    23.4;    22.1;    32.0;    32.2;    29.8;    46.7;2080
6714;GM0232;2017JJ00;16131;16406;3779;208;    62.3;    36.6;     1.2;    11.7;    13.9;    24.2;    25.1;    34.1;    32.7;    30.9;    44.2;550
6715;GM0232;2018JJ00;16323;16540;3850;211;    63.5;    35.5;     1.0;    12.5;    14.0;    24.8;    24.6;    34.1;    33.0;    31.5;    48.8;420
6716;GM0232;2019JJ00;16489;16656;3893;212;    64.8;    35.1;     0.1;    13.1;    14.1;    26.7;    27.2;    36.8;    35.9;    32.8;    54.5;370
6742;GM0233;2017JJ00;13178;13412;2736;311;    61.2;    37.6;     1.2;    13.8;    10.9;    25.2;    24.6;    35.6;    36.0;    31.7;    48.4;370
6743;GM0233;2018JJ00;13311;13482;2833;313;    61.8;    37.1;     1.1;    13.9;    10.9;    25.6;    25.5;    34.9;    38.3;    32.2;    54.5;310
6744;GM0233;2019JJ00;13337;13521;2922;314;    62.7;    37.1;     0.2;    14.3;    11.0;    27.2;    28.3;    39.2;    38.7;    33.4;    57.2;260
6770;GM0776;2017JJ00;;;;;;;;;;;;;;;;
6771;GM0776;2018JJ00;;;;;;;;;;;;;;;;
6772;GM0776;2019JJ00;;;;;;;;;;;;;;;;
6798;GM0777;2017JJ00;21243;21784;7832;778;    62.8;    36.8;     0.4;    23.0;    18.2;    24.1;    23.9;    32.7;    33.2;    32.0;    40.0;850
6799;GM0777;2018JJ00;21472;22060;8137;787;    62.6;    37.0;     0.4;    23.4;    18.4;    24.5;    24.6;    32.7;    33.8;    32.3;    41.9;750
6800;GM0777;2019JJ00;21577;22197;8388;792;    64.1;    35.8;     0.0;    23.5;    18.6;    25.6;    27.0;    34.6;    36.2;    33.8;    47.1;640
6826;GM0068;2017JJ00;;;;;;;;;;;;;;;;
6827;GM0068;2018JJ00;;;;;;;;;;;;;;;;
6828;GM0068;2019JJ00;;;;;;;;;;;;;;;;
6854;GM1722;2017JJ00;4473;4262;573;89;    68.4;    28.7;     2.9;     2.7;     3.6;    23.5;    22.7;    29.2;    28.8;    28.4;    36.7;130
6855;GM1722;2018JJ00;4424;4247;583;87;    70.0;    27.3;     2.8;     2.7;     3.6;    23.3;    23.2;    28.3;    29.2;    28.8;    37.1;110
6856;GM1722;2019JJ00;;;;;;;;;;;;;;;;
6882;GM0778;2017JJ00;;;;;;;;;;;;;;;;
6883;GM0778;2018JJ00;;;;;;;;;;;;;;;;
6884;GM0778;2019JJ00;;;;;;;;;;;;;;;;
6910;GM0070;2017JJ00;10167;10048;1814;197;    63.1;    36.2;     0.7;     6.5;     8.9;    22.3;    22.1;    28.6;    29.5;    28.5;    35.6;420
6911;GM0070;2018JJ00;;;;;;;;;;;;;;;;
6912;GM0070;2019JJ00;;;;;;;;;;;;;;;;
6938;GM1921;2017JJ00;;;;;;;;;;;;;;;;
6939;GM1921;2018JJ00;;;;;;;;;;;;;;;;
6940;GM1921;2019JJ00;;;;;;;;;;;;;;;;
6966;GM1940;2017JJ00;25988;25597;4002;147;    67.3;    31.9;     0.8;    16.8;    21.8;    24.3;    24.1;    31.2;    32.0;    30.4;    38.4;940
6967;GM1940;2018JJ00;26068;25674;4239;147;    68.0;    31.1;     0.8;    17.0;    21.9;    24.6;    24.8;    31.5;    32.6;    30.8;    40.6;770
6968;GM1940;2019JJ00;25860;25570;4056;146;    69.0;    30.7;     0.2;    17.7;    22.0;    26.1;    25.9;    33.3;    34.8;    32.1;    44.2;690
6994;GM0653;2017JJ00;;;;;;;;;;;;;;;;
6995;GM0653;2018JJ00;;;;;;;;;;;;;;;;
6996;GM0653;2019JJ00;;;;;;;;;;;;;;;;
7022;GM0115;2017JJ00;;;;;;;;;;;;;;;;
7023;GM0115;2018JJ00;;;;;;;;;;;;;;;;
7024;GM0115;2019JJ00;;;;;;;;;;;;;;;;
7050;GM0779;2017JJ00;10694;10810;2047;807;    62.1;    37.7;     0.3;    10.8;     9.2;    24.3;    24.1;    32.7;    33.5;    31.5;    44.7;370
7051;GM0779;2018JJ00;10695;10822;2122;808;    61.7;    38.0;     0.3;    10.7;     9.3;    24.6;    25.1;    31.4;    34.5;    31.8;    47.4;290
7052;GM0779;2019JJ00;10675;10840;2218;808;    62.7;    37.2;     0.1;    10.5;     9.3;    26.0;    26.9;    34.9;    37.7;    33.4;    53.6;240
7078;GM0236;2017JJ00;13179;13408;2409;266;    70.2;    28.5;     1.3;    14.7;    10.5;    26.2;    26.3;    35.7;    36.0;    34.0;    43.8;390
7079;GM0236;2018JJ00;13308;13510;2509;269;    70.0;    29.0;     1.0;    15.1;    10.7;    26.8;    27.0;    35.6;    36.6;    34.3;    45.2;330
7080;GM0236;2019JJ00;;;;;;;;;;;;;;;;
7106;GM0781;2017JJ00;;;;;;;;;;;;;;;;
7107;GM0781;2018JJ00;;;;;;;;;;;;;;;;
7108;GM0781;2019JJ00;;;;;;;;;;;;;;;;
7134;GM1771;2017JJ00;19368;19710;6555;1260;    64.0;    35.9;     0.1;    12.6;    17.2;    25.0;    24.5;    34.0;    33.8;    32.3;    42.6;680
7135;GM1771;2018JJ00;19465;19787;6701;1266;    65.0;    34.9;     0.1;    12.9;    17.3;    25.3;    24.3;    33.9;    34.5;    32.6;    43.8;580
7136;GM1771;2019JJ00;19642;19953;6952;1277;    65.9;    34.0;     0.1;    13.5;    17.5;    26.5;    25.7;    37.2;    37.4;    34.3;    50.9;530
7162;GM0906;2017JJ00;;;;;;;;;;;;;;;;
7163;GM0906;2018JJ00;;;;;;;;;;;;;;;;
7164;GM0906;2019JJ00;;;;;;;;;;;;;;;;
7190;GM0782;2017JJ00;;;;;;;;;;;;;;;;
7191;GM0782;2018JJ00;;;;;;;;;;;;;;;;
7192;GM0782;2019JJ00;;;;;;;;;;;;;;;;
7218;GM1652;2017JJ00;15172;14852;3012;246;    65.7;    33.6;     0.6;     9.1;    12.5;    23.9;    24.8;    31.4;    33.6;    31.0;    39.9;510
7219;GM1652;2018JJ00;15364;14976;3208;248;    67.2;    32.1;     0.7;     9.5;    12.7;    24.2;    25.0;    31.2;    33.3;    31.3;    39.3;400
7220;GM1652;2019JJ00;15416;15031;3312;249;    67.5;    32.3;     0.2;     9.6;    12.8;    25.3;    25.9;    33.6;    36.6;    32.8;    46.6;360
7246;GM0237;2017JJ00;;;;;;;;;;;;;;;;
7247;GM0237;2018JJ00;;;;;;;;;;;;;;;;
7248;GM0237;2019JJ00;;;;;;;;;;;;;;;;
7274;GM0238;2017JJ00;;;;;;;;;;;;;;;;
7275;GM0238;2018JJ00;;;;;;;;;;;;;;;;
7276;GM0238;2019JJ00;;;;;;;;;;;;;;;;
7302;GM0154;2017JJ00;;;;;;;;;;;;;;;;
7303;GM0154;2018JJ00;;;;;;;;;;;;;;;;
7304;GM0154;2019JJ00;;;;;;;;;;;;;;;;
7330;GM0907;2017JJ00;8746;8383;2395;359;    64.4;    34.8;     0.8;     8.7;     7.1;    23.0;    24.6;    31.7;    31.6;    30.8;    37.1;320
7331;GM0907;2018JJ00;8706;8346;2364;358;    65.6;    34.0;     0.4;     8.7;     7.1;    24.4;    23.9;    31.5;    32.2;    31.2;    38.7;260
7332;GM0907;2019JJ00;8708;8363;2404;359;    66.7;    33.0;     0.3;     8.7;     7.2;    26.5;    26.9;    34.3;    35.2;    32.5;    49.1;220
7358;GM0689;2017JJ00;7404;7192;986;230;    73.7;    26.2;     0.1;     4.0;     5.8;    26.8;    24.8;    37.0;    38.3;    34.4;    49.9;160
7359;GM0689;2018JJ00;7372;7179;1031;229;    74.5;    25.3;     0.2;     4.1;     5.8;    27.1;    26.9;    37.6;    37.4;    34.3;    50.4;130
7360;GM0689;2019JJ00;;;;;;;;;;;;;;;;
7386;GM0116;2017JJ00;;;;;;;;;;;;;;;;
7387;GM0116;2018JJ00;;;;;;;;;;;;;;;;
7388;GM0116;2019JJ00;;;;;;;;;;;;;;;;
7414;GM0784;2017JJ00;13132;13088;4294;400;    62.4;    36.9;     0.7;    12.8;    10.9;    23.8;    23.4;    32.2;    33.4;    32.3;    39.8;450
7415;GM0784;2018JJ00;13180;13133;4369;402;    63.7;    35.8;     0.5;    11.7;    11.0;    24.6;    23.9;    31.9;    33.8;    32.9;    40.3;380
7416;GM0784;2019JJ00;13192;13239;4426;404;    64.1;    35.7;     0.1;    11.7;    11.1;    25.6;    24.7;    34.4;    36.3;    34.0;    51.1;290
7442;GM0511;2017JJ00;;;;;;;;;;;;;;;;
7443;GM0511;2018JJ00;;;;;;;;;;;;;;;;
7444;GM0511;2019JJ00;;;;;;;;;;;;;;;;
7470;GM1924;2017JJ00;24042;24611;2880;186;    61.8;    37.6;     0.6;    18.1;    20.3;    24.9;    24.5;    33.1;    33.9;    32.3;    44.5;560
7471;GM1924;2018JJ00;24280;24849;3145;189;    62.8;    36.5;     0.7;    17.3;    20.6;    25.5;    25.3;    33.0;    34.6;    32.8;    45.8;420
7472;GM1924;2019JJ00;24506;25105;3339;190;    63.8;    36.1;     0.2;    19.5;    20.9;    26.7;    28.6;    35.4;    38.1;    34.2;    54.9;390
7498;GM0664;2017JJ00;18274;19000;5777;403;    57.7;    40.8;     1.5;    27.1;    17.0;    23.5;    24.2;    34.1;    33.0;    30.9;    41.0;600
7499;GM0664;2018JJ00;18457;19179;6024;407;    58.6;    39.5;     1.9;    28.1;    17.2;    23.9;    24.0;    34.7;    33.4;    31.2;    47.4;460
7500;GM0664;2019JJ00;18448;19205;6007;407;    59.7;    39.5;     0.8;    27.7;    17.4;    25.2;    25.5;    36.2;    36.2;    32.4;    48.8;400
7526;GM0785;2017JJ00;11543;11774;2587;554;    69.1;    30.4;     0.5;     6.4;     9.9;    24.7;    24.4;    35.2;    34.7;    33.3;    43.0;410
7527;GM0785;2018JJ00;11707;11914;2627;549;    70.2;    29.3;     0.5;     6.4;     9.9;    25.7;    25.4;    33.8;    35.3;    33.6;    43.4;310
7528;GM0785;2019JJ00;11831;11962;2699;553;    70.9;    29.0;     0.1;     6.8;    10.0;    28.0;    27.8;    36.3;    37.8;    35.0;    51.0;270
7554;GM1942;2017JJ00;27398;29537;11589;1368;    62.3;    35.8;     2.0;    19.9;    25.1;    29.2;    29.1;    44.7;    50.0;    42.1;    48.2;1020
7555;GM1942;2018JJ00;27605;29732;11928;1378;    62.6;    35.2;     2.2;    20.6;    25.3;    29.8;    28.9;    42.8;    53.6;    42.8;    50.8;870
7556;GM1942;2019JJ00;27870;29845;12252;1388;    63.6;    35.9;     0.5;    20.7;    25.5;    31.5;    32.4;    50.1;    57.6;    43.4;    62.6;800
7582;GM0156;2017JJ00;;;;;;;;;;;;;;;;
7583;GM0156;2018JJ00;;;;;;;;;;;;;;;;
7584;GM0156;2019JJ00;;;;;;;;;;;;;;;;
7610;GM0512;2017JJ00;17647;18108;9087;1894;    47.3;    52.0;     0.7;    25.9;    15.8;    24.1;    23.8;    33.1;    33.4;    31.6;    42.5;620
7611;GM0512;2018JJ00;17907;18377;9396;1927;    48.1;    51.2;     0.7;    26.1;    16.1;    24.5;    23.7;    32.5;    33.1;    31.7;    43.0;480
7612;GM0512;2019JJ00;18170;18512;9626;1948;    48.9;    50.9;     0.3;    25.8;    16.3;    26.2;    25.2;    35.6;    38.1;    33.2;    56.9;430
7638;GM0239;2017JJ00;;;;;;;;;;;;;;;;
7639;GM0239;2018JJ00;;;;;;;;;;;;;;;;
7640;GM0239;2019JJ00;;;;;;;;;;;;;;;;
7666;GM0513;2017JJ00;35204;36548;17759;4266;    54.6;    44.5;     0.9;    36.9;    31.8;    24.1;    23.6;    33.6;    32.6;    31.7;    38.3;1260
7667;GM0513;2018JJ00;35685;37015;18393;4405;    54.2;    44.9;     0.9;    36.8;    32.6;    24.9;    24.0;    34.0;    33.1;    32.0;    41.7;1050
7668;GM0513;2019JJ00;35902;37279;18861;4434;    55.4;    44.4;     0.2;    36.1;    32.8;    26.0;    24.9;    35.4;    35.5;    33.4;    43.9;870
7694;GM0693;2017JJ00;;;;;;;;;;;;;;;;
7695;GM0693;2018JJ00;;;;;;;;;;;;;;;;
7696;GM0693;2019JJ00;;;;;;;;;;;;;;;;
7722;GM0365;2017JJ00;;;;;;;;;;;;;;;;
7723;GM0365;2018JJ00;;;;;;;;;;;;;;;;
7724;GM0365;2019JJ00;;;;;;;;;;;;;;;;
7750;GM0157;2017JJ00;;;;;;;;;;;;;;;;
7751;GM0157;2018JJ00;;;;;;;;;;;;;;;;
7752;GM0157;2019JJ00;;;;;;;;;;;;;;;;
7778;GM0786;2017JJ00;6321;6049;1622;455;    67.1;    32.4;     0.5;     3.6;     5.2;    24.2;    24.7;    32.4;    32.3;    31.8;    36.8;230
7779;GM0786;2018JJ00;6320;6099;1688;457;    67.3;    30.7;     1.9;     3.8;     5.2;    26.5;    24.5;    32.7;    33.0;    31.9;    45.5;190
7780;GM0786;2019JJ00;6339;6144;1717;459;    68.1;    29.9;     2.1;     4.1;     5.3;    26.6;    25.8;    34.5;    35.6;    33.1;    49.1;170
7806;GM0390;2017JJ00;;;;;;;;;;;;;;;;
7807;GM0390;2018JJ00;;;;;;;;;;;;;;;;
7808;GM0390;2019JJ00;;;;;;;;;;;;;;;;
7834;GM0517;2017JJ00;;;;;;;;;;;;;;;;
7835;GM0517;2018JJ00;;;;;;;;;;;;;;;;
7836;GM0517;2019JJ00;;;;;;;;;;;;;;;;
7862;GM0518;2017JJ00;259837;265045;276665;6347;    42.4;    55.8;     1.8;   275.7;   240.8;    24.5;    22.1;    35.4;    34.0;    32.3;    33.9;10310
7863;GM0518;2018JJ00;263975;268586;285928;6459;    42.0;    56.0;     1.9;   281.4;   244.4;    24.9;    22.7;    35.4;    34.2;    32.7;    35.7;8560
7864;GM0518;2019JJ00;266778;271055;293476;6523;    42.5;    56.7;     0.8;   288.1;   247.0;    26.2;    23.9;    38.0;    37.0;    34.2;    39.6;7440
7890;GM0787;2017JJ00;;;;;;;;;;;;;;;;
7891;GM0787;2018JJ00;;;;;;;;;;;;;;;;
7892;GM0787;2019JJ00;;;;;;;;;;;;;;;;
7918;GM0519;2017JJ00;;;;;;;;;;;;;;;;
7919;GM0519;2018JJ00;;;;;;;;;;;;;;;;
7920;GM0519;2019JJ00;;;;;;;;;;;;;;;;
7946;GM0240;2017JJ00;;;;;;;;;;;;;;;;
7947;GM0240;2018JJ00;;;;;;;;;;;;;;;;
7948;GM0240;2019JJ00;;;;;;;;;;;;;;;;
7974;GM0241;2017JJ00;;;;;;;;;;;;;;;;
7975;GM0241;2018JJ00;;;;;;;;;;;;;;;;
7976;GM0241;2019JJ00;;;;;;;;;;;;;;;;
8002;GM0014;2017JJ00;101315;101321;48269;2125;    37.6;    61.7;     0.7;   146.6;    92.7;    22.2;    21.2;    31.8;    31.7;    28.5;    35.0;3510
8003;GM0014;2018JJ00;101299;101511;49970;2137;    38.0;    60.9;     1.0;   146.5;    93.8;    22.6;    21.9;    31.8;    32.1;    28.7;    36.7;2960
8004;GM0014;2019JJ00;114937;116362;55410;1246;    41.7;    58.0;     0.3;   155.1;   106.6;    24.0;    23.3;    34.9;    35.8;    30.4;    43.0;2980
8030;GM0015;2017JJ00;6193;5973;461;140;    71.7;    26.2;     2.1;     2.5;     4.8;    22.2;    23.3;    29.8;    29.6;    29.5;    34.8;220
8031;GM0015;2018JJ00;6177;5966;493;140;    73.8;    24.2;     2.0;     2.6;     4.8;    22.9;    23.7;    29.4;    30.4;    29.8;    35.3;170
8032;GM0015;2019JJ00;;;;;;;;;;;;;;;;
8058;GM0912;2017JJ00;;;;;;;;;;;;;;;;
8059;GM0912;2018JJ00;;;;;;;;;;;;;;;;
8060;GM0912;2019JJ00;;;;;;;;;;;;;;;;
8086;GM0913;2017JJ00;;;;;;;;;;;;;;;;
8087;GM0913;2018JJ00;;;;;;;;;;;;;;;;
8088;GM0913;2019JJ00;;;;;;;;;;;;;;;;
8114;GM1729;2017JJ00;7236;7101;1956;196;    64.0;    33.0;     3.0;     3.2;     6.5;    24.1;    26.8;    31.9;    33.5;    33.3;    38.6;240
8115;GM1729;2018JJ00;7181;7015;1964;194;    65.6;    31.3;     3.1;     3.3;     6.5;    24.3;    27.1;    31.9;    33.9;    33.4;    39.6;190
8116;GM1729;2019JJ00;7218;7028;1980;195;    66.7;    32.9;     0.4;     3.4;     6.5;    25.8;    28.5;    33.5;    37.2;    34.7;    44.8;170
8142;GM0158;2017JJ00;12186;12086;2914;232;    66.9;    30.8;     2.3;     9.6;    10.0;    23.7;    24.7;    30.7;    33.5;    31.4;    40.4;410
8143;GM0158;2018JJ00;12150;12141;2978;232;    68.3;    29.2;     2.5;    10.1;    10.0;    24.3;    25.4;    31.0;    33.4;    31.7;    41.2;320
8144;GM0158;2019JJ00;12149;12128;3041;232;    68.5;    31.4;     0.1;    10.4;    10.1;    25.7;    28.1;    32.9;    36.2;    33.0;    50.6;230
8170;GM0788;2017JJ00;7095;6817;974;241;    74.1;    23.3;     2.5;     4.4;     5.7;    26.4;    28.2;    37.1;    40.9;    35.3;    51.3;190
8171;GM0788;2018JJ00;7159;6944;1042;244;    72.7;    23.8;     3.6;     4.6;     5.7;    28.1;    28.8;    37.7;    40.2;    36.2;    52.5;160
8172;GM0788;2019JJ00;7201;6994;1093;246;    72.4;    27.6;     0.1;     4.3;     5.8;    28.5;    28.7;    41.9;    42.5;    37.2;    57.7;130
8198;GM0392;2017JJ00;78031;81198;44772;5459;    52.6;    46.8;     0.7;    66.5;    74.7;    25.7;    25.2;    35.5;    36.5;    33.7;    38.0;2770
8199;GM0392;2018JJ00;78189;81520;45948;5476;    53.1;    46.3;     0.6;    67.9;    75.1;    26.2;    25.5;    36.1;    37.1;    34.2;    40.4;2370
8200;GM0392;2019JJ00;79000;82265;48018;5529;    53.5;    46.4;     0.2;    68.8;    75.9;    27.7;    27.0;    39.6;    39.9;    35.7;    49.2;2120
8226;GM0393;2017JJ00;2816;2849;843;295;    68.8;    30.9;     0.3;     2.0;     2.4;    27.0;    27.4;    38.3;    38.1;    35.8;    41.2;90
8227;GM0393;2018JJ00;2929;2938;900;305;    69.4;    30.3;     0.4;     2.3;     2.5;    29.5;    27.2;    37.8;    41.1;    36.4;    43.1;90
8228;GM0393;2019JJ00;;;;;;;;;;;;;;;;
8254;GM0394;2017JJ00;72638;73365;37455;819;    65.5;    34.0;     0.5;   164.2;    60.1;    26.8;    26.6;    36.5;    36.9;    34.7;    41.6;2520
8255;GM0394;2018JJ00;73266;74016;39102;826;    66.6;    32.9;     0.5;   170.9;    60.7;    27.5;    27.4;    36.0;    37.2;    35.1;    44.1;2070
8256;GM0394;2019JJ00;76757;77478;41872;781;    67.4;    32.5;     0.1;   178.8;    63.8;    29.1;    29.0;    39.1;    40.7;    36.7;    50.8;1930
8282;GM0914;2017JJ00;;;;;;;;;;;;;;;;
8283;GM0914;2018JJ00;;;;;;;;;;;;;;;;
8284;GM0914;2019JJ00;;;;;;;;;;;;;;;;
8310;GM1655;2017JJ00;14687;14892;4320;397;    62.8;    36.9;     0.2;     9.8;    12.6;    24.6;    23.4;    32.6;    33.5;    32.1;    41.2;530
8311;GM1655;2018JJ00;14865;15023;4566;401;    62.3;    37.4;     0.3;    10.7;    12.9;    24.1;    24.3;    32.0;    34.0;    32.0;    42.7;420
8312;GM1655;2019JJ00;15060;15134;4778;405;    64.7;    35.2;     0.1;    11.5;    13.1;    24.9;    25.6;    34.8;    36.3;    33.3;    50.5;350
8338;GM0789;2017JJ00;;;;;;;;;;;;;;;;
8339;GM0789;2018JJ00;;;;;;;;;;;;;;;;
8340;GM0789;2019JJ00;;;;;;;;;;;;;;;;
8366;GM0159;2017JJ00;;;;;;;;;;;;;;;;
8367;GM0159;2018JJ00;;;;;;;;;;;;;;;;
8368;GM0159;2019JJ00;;;;;;;;;;;;;;;;
8394;GM0160;2017JJ00;30458;29753;3818;193;    67.5;    31.3;     1.1;    23.6;    23.6;    23.0;    23.7;    30.3;    30.7;    29.4;    40.5;1180
8395;GM0160;2018JJ00;30687;29852;4057;194;    69.5;    29.4;     1.1;    24.5;    23.8;    23.6;    24.4;    30.5;    31.0;    29.8;    41.3;840
8396;GM0160;2019JJ00;30725;29849;4073;194;    70.1;    28.5;     1.4;    24.4;    24.0;    24.7;    26.3;    32.6;    33.8;    31.2;    48.7;830
8422;GM0243;2017JJ00;22913;23439;8248;1193;    58.0;    40.4;     1.6;    23.4;    19.5;    24.1;    23.6;    32.9;    31.6;    30.6;    39.9;840
8423;GM0243;2018JJ00;23138;23694;8651;1204;    57.9;    40.4;     1.7;    23.6;    19.6;    24.6;    24.1;    32.9;    33.0;    31.1;    43.6;660
8424;GM0243;2019JJ00;23510;24071;9009;1224;    59.2;    40.0;     0.8;    24.5;    20.0;    26.0;    25.3;    36.0;    35.2;    32.6;    49.4;570
8450;GM0523;2017JJ00;8945;8927;1161;1056;    62.9;    36.0;     1.1;     7.6;     6.9;    24.1;    26.0;    32.1;    32.8;    31.3;    42.6;190
8451;GM0523;2018JJ00;8987;8971;1204;1062;    63.7;    35.0;     1.3;     8.3;     6.9;    24.4;    26.0;    31.2;    33.6;    31.7;    42.0;140
8452;GM0523;2019JJ00;9014;9037;1261;1068;    64.9;    34.5;     0.5;     9.6;     7.0;    26.6;    28.1;    34.1;    37.8;    33.3;    52.4;110
8478;GM0017;2017JJ00;9329;10241;2521;431;    69.1;    30.7;     0.2;     6.2;     8.6;    27.9;    27.9;    42.5;    40.6;    37.1;    50.8;290
8479;GM0017;2018JJ00;9478;10382;2437;438;    71.5;    28.3;     0.2;     7.7;     8.7;    27.6;    28.4;    42.1;    41.4;    37.5;    54.1;240
8480;GM0017;2019JJ00;;;;;;;;;;;;;;;;
8506;GM0395;2017JJ00;;;;;;;;;;;;;;;;
8507;GM0395;2018JJ00;;;;;;;;;;;;;;;;
8508;GM0395;2019JJ00;;;;;;;;;;;;;;;;
8534;GM0072;2017JJ00;7993;7867;1897;635;    54.6;    44.9;     0.5;     5.2;     7.2;    22.5;    22.1;    28.8;    29.1;    28.4;    35.7;330
8535;GM0072;2018JJ00;7949;7834;1914;632;    55.5;    44.1;     0.4;     5.8;     7.2;    23.2;    22.6;    30.8;    29.6;    28.8;    43.2;270
8536;GM0072;2019JJ00;7924;7834;1919;631;    56.4;    43.5;     0.1;     5.5;     7.3;    24.6;    23.7;    31.8;    31.8;    29.9;    44.2;220
8562;GM0318;2017JJ00;;;;;;;;;;;;;;;;
8563;GM0318;2018JJ00;;;;;;;;;;;;;;;;
8564;GM0318;2019JJ00;;;;;;;;;;;;;;;;
8590;GM0161;2017JJ00;;;;;;;;;;;;;;;;
8591;GM0161;2018JJ00;;;;;;;;;;;;;;;;
8592;GM0161;2019JJ00;;;;;;;;;;;;;;;;
8618;GM0244;2017JJ00;5931;6109;914;522;    63.0;    35.4;     1.6;     3.4;     5.0;    26.6;    25.2;    35.0;    34.1;    31.1;    52.0;190
8619;GM0244;2018JJ00;6008;6146;937;527;    64.4;    33.9;     1.6;     3.6;     5.0;    26.9;    25.8;    35.2;    34.4;    31.7;    51.4;180
8620;GM0244;2019JJ00;6052;6121;970;528;    66.0;    33.5;     0.5;     3.9;     5.0;    28.1;    28.7;    38.2;    37.0;    33.2;    65.9;130
8646;GM0117;2017JJ00;;;;;;;;;;;;;;;;
8647;GM0117;2018JJ00;;;;;;;;;;;;;;;;
8648;GM0117;2019JJ00;;;;;;;;;;;;;;;;
8674;GM0245;2017JJ00;;;;;;;;;;;;;;;;
8675;GM0245;2018JJ00;;;;;;;;;;;;;;;;
8676;GM0245;2019JJ00;;;;;;;;;;;;;;;;
8702;GM1937;2017JJ00;;;;;;;;;;;;;;;;
8703;GM1937;2018JJ00;;;;;;;;;;;;;;;;
8704;GM1937;2019JJ00;;;;;;;;;;;;;;;;
8730;GM0396;2017JJ00;19201;19970;7614;1439;    57.1;    42.6;     0.3;    10.2;    17.2;    25.3;    24.1;    33.3;    34.0;    32.7;    40.5;560
8731;GM0396;2018JJ00;19157;19989;7824;1432;    58.9;    40.8;     0.3;    10.9;    17.2;    25.5;    24.4;    34.2;    34.4;    33.0;    41.8;440
8732;GM0396;2019JJ00;19169;19995;8030;1433;    59.6;    40.3;     0.1;    10.8;    17.2;    26.8;    26.0;    35.0;    36.9;    34.5;    47.6;380
8758;GM0397;2017JJ00;12661;14275;5065;2934;    63.3;    34.7;     2.0;     7.3;    11.8;    30.4;    30.0;    45.5;    53.1;    45.3;    56.2;390
8759;GM0397;2018JJ00;12758;14322;5165;2951;    64.5;    33.4;     2.1;     7.4;    11.8;    31.1;    30.1;    44.1;    52.6;    45.7;    56.6;310
8760;GM0397;2019JJ00;12900;14386;5339;2973;    65.0;    34.4;     0.7;     7.6;    11.9;    35.9;    32.7;    51.0;    57.2;    49.4;    67.7;280
8786;GM0246;2017JJ00;9146;9415;1083;236;    68.3;    29.5;     2.2;     6.6;     7.5;    25.6;    24.7;    32.8;    32.1;    31.7;    43.3;270
8787;GM0246;2018JJ00;9175;9428;1118;236;    68.5;    29.3;     2.2;     5.9;     7.5;    26.7;    25.7;    33.7;    32.5;    31.9;    50.6;160
8788;GM0246;2019JJ00;9149;9397;1120;236;    68.8;    30.1;     1.1;     5.8;     7.6;    26.8;    27.2;    35.4;    37.1;    33.3;    54.9;170
8814;GM0074;2017JJ00;24897;25306;5713;264;    58.7;    40.2;     1.1;    32.3;    22.2;    23.3;    23.1;    32.1;    32.2;    30.1;    40.5;1010
8815;GM0074;2018JJ00;24923;25269;5835;264;    58.7;    40.1;     1.2;    32.3;    22.3;    23.9;    23.9;    31.7;    32.9;    30.3;    43.1;840
8816;GM0074;2019JJ00;24984;25273;6032;264;    59.5;    39.8;     0.7;    34.5;    22.3;    25.0;    25.0;    35.6;    35.3;    32.0;    48.9;750
8842;GM0247;2017JJ00;;;;;;;;;;;;;;;;
8843;GM0247;2018JJ00;;;;;;;;;;;;;;;;
8844;GM0247;2019JJ00;;;;;;;;;;;;;;;;
8870;GM0398;2017JJ00;27719;27231;11260;1435;    68.3;    31.3;     0.4;    23.1;    22.6;    24.2;    23.5;    33.4;    31.9;    31.1;    38.5;820
8871;GM0398;2018JJ00;28207;27643;11751;1462;    68.8;    30.4;     0.7;    23.6;    22.9;    24.9;    24.6;    32.8;    32.7;    31.5;    40.6;730
8872;GM0398;2019JJ00;28677;28065;12264;1485;    69.7;    30.2;     0.1;    23.2;    23.2;    26.6;    25.8;    35.0;    34.8;    33.2;    44.5;610
8898;GM0526;2017JJ00;;;;;;;;;;;;;;;;
8899;GM0526;2018JJ00;;;;;;;;;;;;;;;;
