ID;RegioS;Perioden;Mannen_2;Vrouwen_3;TotaalMetMigratieachtergrond_35;Bevolkingsdichtheid_57;Koopwoningen_94;Huurwoningen_95;EigendomOnbekend_96;TotaalAantalBanen_112;ParticuliereHuishoudensExclStudenten_121;TypeEenpersoonshuishouden_133;TypeEenoudergezin_134;TypePaarZonderKind_135;TypePaarMetKindEren_136;BronInkomenAlsWerknemer_137;BronInkomenAlsZelfstandige_138;Werkloosheid_155
15732;GM1667;2019JJ00;6714;6346;1182;168;    77.7;    22.2;     0.1;     3.4;     5.4;    27.1;    28.2;    34.3;    38.4;    34.1;    49.3;140
15758;GM0275;2017JJ00;21341;22304;6960;534;    52.1;    45.1;     2.8;    16.8;    20.2;    24.2;    22.8;    33.1;    33.1;    31.2;    41.8;760
15759;GM0275;2018JJ00;21274;22253;7047;532;    53.8;    43.5;     2.7;    16.1;    20.2;    24.6;    23.1;    32.7;    34.0;    31.5;    44.4;610
15760;GM0275;2019JJ00;21325;22315;7224;534;    54.8;    44.0;     1.2;    15.9;    20.3;    25.8;    24.5;    34.6;    36.6;    32.5;    51.1;550
15786;GM0340;2017JJ00;9653;9944;2091;466;    63.3;    36.6;     0.1;     5.6;     8.0;    25.8;    24.6;    33.9;    34.0;    32.0;    40.7;260
15787;GM0340;2018JJ00;9797;10019;2193;471;    63.9;    35.8;     0.3;     5.8;     8.1;    26.0;    24.9;    33.9;    34.5;    32.2;    42.7;230
15788;GM0340;2019JJ00;9944;10060;2301;475;    64.6;    35.2;     0.2;     5.9;     8.2;    27.7;    27.6;    37.5;    38.2;    33.4;    55.6;180
15814;GM0597;2017JJ00;22003;23405;8086;1915;    53.4;    45.7;     1.0;    20.4;    20.4;    24.7;    23.4;    31.8;    33.3;    31.7;    42.2;780
15815;GM0597;2018JJ00;22187;23602;8511;1931;    54.2;    45.0;     0.8;    21.0;    20.5;    24.9;    23.7;    31.9;    33.3;    31.8;    43.6;650
15816;GM0597;2019JJ00;22412;23829;8941;1950;    56.2;    43.7;     0.1;    21.1;    20.7;    26.3;    24.7;    34.1;    36.1;    33.3;    51.2;570
15842;GM0837;2017JJ00;;;;;;;;;;;;;;;;
15843;GM0837;2018JJ00;;;;;;;;;;;;;;;;
15844;GM0837;2019JJ00;;;;;;;;;;;;;;;;
15870;GM0602;2017JJ00;;;;;;;;;;;;;;;;
15871;GM0602;2018JJ00;;;;;;;;;;;;;;;;
15872;GM0602;2019JJ00;;;;;;;;;;;;;;;;
15898;GM0196;2017JJ00;5388;5464;1301;274;    61.5;    38.3;     0.2;     2.3;     4.7;    22.5;    22.3;    28.7;    30.0;    29.7;    36.8;180
15899;GM0196;2018JJ00;;;;;;;;;;;;;;;;
15900;GM0196;2019JJ00;;;;;;;;;;;;;;;;
15926;GM1672;2017JJ00;;;;;;;;;;;;;;;;
15927;GM1672;2018JJ00;;;;;;;;;;;;;;;;
15928;GM1672;2019JJ00;;;;;;;;;;;;;;;;
15954;GM0841;2017JJ00;;;;;;;;;;;;;;;;
15955;GM0841;2018JJ00;;;;;;;;;;;;;;;;
15956;GM0841;2019JJ00;;;;;;;;;;;;;;;;
15982;GM0178;2017JJ00;;;;;;;;;;;;;;;;
15983;GM0178;2018JJ00;;;;;;;;;;;;;;;;
15984;GM0178;2019JJ00;;;;;;;;;;;;;;;;
16010;GM1742;2017JJ00;18941;19042;2927;404;    68.8;    30.1;     1.1;    20.3;    14.0;    24.1;    25.0;    31.5;    33.2;    30.3;    46.5;470
16011;GM1742;2018JJ00;18986;19111;2997;405;    68.9;    30.4;     0.7;    20.5;    14.1;    24.6;    25.9;    31.2;    33.1;    30.6;    47.5;360
16012;GM1742;2019JJ00;19084;19216;3082;407;    69.1;    30.5;     0.3;    20.7;    14.3;    28.2;    27.6;    34.0;    36.4;    32.0;    58.8;300
16038;GM0603;2017JJ00;24324;26703;17316;3632;    46.8;    51.5;     1.7;    30.2;    25.0;    25.3;    22.7;    34.0;    34.6;    33.0;    38.1;970
16039;GM0603;2018JJ00;24973;27235;18227;3740;    47.6;    51.4;     1.0;    30.9;    25.2;    26.1;    23.1;    34.1;    35.7;    33.8;    40.6;840
16040;GM0603;2019JJ00;25632;27835;19025;3831;    49.2;    50.0;     0.8;    30.5;    25.6;    27.5;    24.3;    36.1;    37.6;    35.3;    44.8;650
16066;GM0125;2017JJ00;;;;;;;;;;;;;;;;
16067;GM0125;2018JJ00;;;;;;;;;;;;;;;;
16068;GM0125;2019JJ00;;;;;;;;;;;;;;;;
16094;GM1669;2017JJ00;10352;10348;3510;235;    72.9;    25.5;     1.6;     4.3;     9.1;    24.0;    24.7;    31.9;    32.7;    32.0;    41.9;310
16095;GM1669;2018JJ00;10361;10367;3586;235;    73.8;    24.5;     1.7;     4.3;     9.2;    24.5;    24.7;    31.9;    33.1;    32.1;    42.6;270
16096;GM1669;2019JJ00;10300;10315;3617;234;    74.1;    25.8;     0.2;     4.2;     9.3;    25.4;    26.2;    36.7;    35.8;    33.3;    58.7;240
16122;GM0957;2017JJ00;28338;29052;16397;943;    53.5;    46.0;     0.4;    38.9;    27.0;    22.8;    22.4;    31.8;    31.5;    29.8;    40.2;1110
16123;GM0957;2018JJ00;28520;29241;16697;950;    53.5;    46.0;     0.4;    39.9;    27.3;    23.0;    22.5;    31.5;    31.8;    30.2;    40.1;1010
16124;GM0957;2019JJ00;28740;29469;17078;957;    54.8;    44.9;     0.3;    40.0;    27.6;    24.3;    26.7;    34.0;    34.4;    31.6;    52.9;910
16150;GM1670;2017JJ00;;;;;;;;;;;;;;;;
16151;GM1670;2018JJ00;;;;;;;;;;;;;;;;
16152;GM1670;2019JJ00;;;;;;;;;;;;;;;;
16178;GM0126;2017JJ00;;;;;;;;;;;;;;;;
16179;GM0126;2018JJ00;;;;;;;;;;;;;;;;
16180;GM0126;2019JJ00;;;;;;;;;;;;;;;;
16206;GM0736;2017JJ00;21144;21619;6658;428;    64.1;    34.4;     1.5;    14.4;    18.0;    28.9;    27.8;    41.7;    42.5;    37.2;    49.0;700
16207;GM0736;2018JJ00;21598;22022;7077;437;    65.1;    33.7;     1.2;    14.4;    18.5;    28.4;    29.8;    38.4;    43.3;    37.6;    48.1;620
16208;GM0736;2019JJ00;21823;22236;7393;441;    66.0;    33.8;     0.1;    14.7;    18.7;    33.0;    29.8;    43.3;    46.8;    39.1;    57.8;530
16234;GM1674;2017JJ00;38147;39016;18648;725;    61.4;    37.7;     0.9;    39.4;    34.1;    23.4;    23.1;    32.0;    32.3;    31.0;    40.1;1630
16235;GM1674;2018JJ00;38105;38895;18985;723;    60.7;    38.3;     1.0;    39.6;    34.3;    23.7;    23.4;    31.9;    32.4;    31.1;    39.8;1300
16236;GM1674;2019JJ00;38200;38832;19432;723;    62.5;    37.2;     0.3;    39.8;    34.6;    24.9;    24.4;    33.6;    34.8;    32.4;    45.6;1090
16262;GM0838;2017JJ00;;;;;;;;;;;;;;;;
